order,cluster,parent_genre,child_genre,parent_colour,child_colour,normalised_child
3775,rhythm music,jazz,new orleans & dixieland revivals,#4364B3,#5275BD,neworleans&dixielandrevivals
3776,rhythm music,jazz,new orleans jazz,#4364B3,#4262A7,neworleansjazz
3777,rhythm music,jazz,new school turkce rap,#4364B3,#4C6EB7,newschoolturkcerap
3778,rhythm music,jazz,nordic jazz,#4364B3,#3F6CAD,nordicjazz
3779,rhythm music,jazz,norrlandsk hip hop,#4364B3,#485EB2,norrlandskhiphop
3780,rhythm music,jazz,northeast indian hip hop,#4364B3,#4056A0,northeastindianhiphop
3781,rhythm music,jazz,northumbrian folk,#4364B3,#4F6ABD,northumbrianfolk
3782,rhythm music,jazz,nova canco,#4364B3,#3D5BA8,novacanco
3783,rhythm music,jazz,nu jazz / electro jazz,#4364B3,#4F68BD,nujazzelectrojazz
3784,rhythm music,jazz,nuevo folklore argentino,#4364B3,#40599D,nuevofolkloreargentino
3785,rhythm music,jazz,nuevo tango,#4364B3,#4F6ABD,nuevotango
3786,rhythm music,jazz,old school hip hop,#4364B3,#5374BC,oldschoolhiphop
3787,rhythm music,jazz,old-time,#4364B3,#3E5EAF,oldtime
3788,rhythm music,jazz,orquesta tipica,#4364B3,#4B77B6,orquestatipica
3789,rhythm music,jazz,oud,#4364B3,#3F68AB,oud
3790,rhythm music,jazz,oyun havasi,#4364B3,#3F57B5,oyunhavasi
3791,rhythm music,jazz,palestinian hip hop,#4364B3,#4566B0,palestinianhiphop
3792,rhythm music,jazz,persian electronic,#4364B3,#4E73B8,persianelectronic
3793,rhythm music,jazz,persian hip hop,#4364B3,#3D519D,persianhiphop
3794,rhythm music,jazz,persian poetry,#4364B3,#507CC1,persianpoetry
3795,rhythm music,jazz,phonk,#4364B3,#5276C1,phonk
3796,rhythm music,jazz,pianissimo,#4364B3,#394EA6,pianissimo
3797,rhythm music,jazz,piano cover,#4364B3,#3F5DB3,pianocover
3798,rhythm music,jazz,piano mpb,#4364B3,#4367BE,pianompb
3799,rhythm music,jazz,piano worship,#4364B3,#415AA6,pianoworship
3800,rhythm music,jazz,piedmont blues,#4364B3,#425CA0,piedmontblues
3801,rhythm music,jazz,pipa,#4364B3,#3E52B0,pipa
3802,rhythm music,jazz,polish alternative rap,#4364B3,#4A66BD,polishalternativerap
3803,rhythm music,jazz,political hip hop,#4364B3,#4F66B7,politicalhiphop
3804,rhythm music,jazz,polynesian traditional,#4364B3,#526BBA,polynesiantraditional
3805,rhythm music,jazz,pop lgbtq+ brasileira,#4364B3,#4A68BD,poplgbtq+brasileira
3806,rhythm music,jazz,pop rap brasileiro,#4364B3,#3A50A0,poprapbrasileiro
3807,rhythm music,jazz,popping,#4364B3,#3D6AB1,popping
3808,rhythm music,jazz,portland hip hop,#4364B3,#3958A5,portlandhiphop
3809,rhythm music,jazz,portuguese jazz,#4364B3,#436FB5,portuguesejazz
3810,rhythm music,jazz,post-disco soul,#4364B3,#4053AC,postdiscosoul
3811,rhythm music,jazz,previa,#4364B3,#4A61C0,previa
3812,rhythm music,jazz,pre-war blues,#4364B3,#5167C1,prewarblues
3813,rhythm music,jazz,protest folk,#4364B3,#3D5CAE,protestfolk
3814,rhythm music,jazz,punjabi pop,#4364B3,#3B539E,punjabipop
3815,rhythm music,jazz,quran,#4364B3,#455CAF,quran
3816,rhythm music,jazz,r&b argentino,#4364B3,#4871AF,r&bargentino
3817,rhythm music,jazz,r&b brasileiro,#4364B3,#4759AF,r&bbrasileiro
3818,rhythm music,jazz,raboday,#4364B3,#4263A7,raboday
3819,rhythm music,jazz,ragtime,#4364B3,#5274BD,ragtime
3820,rhythm music,jazz,rap angolano,#4364B3,#4158A1,rapangolano
3821,rhythm music,jazz,rap anime,#4364B3,#4A76B5,rapanime
3822,rhythm music,jazz,rap baixada fluminense,#4364B3,#5166BA,rapbaixadafluminense
3823,rhythm music,jazz,rap chretien,#4364B3,#547CB9,rapchretien
3824,rhythm music,jazz,rap francais nouvelle vague,#4364B3,#4560BD,rapfrancaisnouvellevague
3825,rhythm music,jazz,rap sergipano,#4364B3,#4069A4,rapsergipano
3826,rhythm music,jazz,rap siciliano,#4364B3,#416AB8,rapsiciliano
3827,rhythm music,jazz,rap tuga underground,#4364B3,#526DB9,raptugaunderground
3828,rhythm music,jazz,reggaeton,#4364B3,#3D5B9B,reggaeton
3829,rhythm music,jazz,reggaeton chileno,#4364B3,#3F67A8,reggaetonchileno
3830,rhythm music,jazz,reggaeton colombiano,#4364B3,#5677BB,reggaetoncolombiano
3831,rhythm music,jazz,reggaeton mexicano,#4364B3,#4154AA,reggaetonmexicano
3832,rhythm music,jazz,rhode island rap,#4364B3,#4D62BF,rhodeislandrap
3833,rhythm music,jazz,rumba catalana,#4364B3,#4164BC,rumbacatalana
3834,rhythm music,jazz,russian jazz,#4364B3,#3F539B,russianjazz
3835,rhythm music,jazz,russian romance,#4364B3,#3D4FA5,russianromance
3836,rhythm music,jazz,russian viral rap,#4364B3,#4966B3,russianviralrap
3837,rhythm music,jazz,sacred harp,#4364B3,#3C63A5,sacredharp
3838,rhythm music,jazz,sad lo-fi,#4364B3,#3B64A5,sadlofi
3839,rhythm music,jazz,salsa choke,#4364B3,#436FAE,salsachoke
3840,rhythm music,jazz,salsa cristiana,#4364B3,#3F59B2,salsacristiana
3841,rhythm music,jazz,samba-jazz,#4364B3,#4864B8,sambajazz
3842,rhythm music,jazz,sarod,#4364B3,#4166A2,sarod
3843,rhythm music,jazz,schrammelmusik,#4364B3,#4A66BF,schrammelmusik
3844,rhythm music,jazz,scottish jazz,#4364B3,#4D71BB,scottishjazz
3845,rhythm music,jazz,sean-nos singing,#4364B3,#3E57A2,seannossinging
3846,rhythm music,jazz,sega,#4364B3,#4667C0,sega
3847,rhythm music,jazz,semba,#4364B3,#4364B8,semba
3848,rhythm music,jazz,sesotho hip hop,#4364B3,#3D5FB0,sesothohiphop
3849,rhythm music,jazz,smooth jazz,#4364B3,#3E55A8,smoothjazz
3850,rhythm music,jazz,soukous,#4364B3,#3B53A1,soukous
3851,rhythm music,jazz,soul flow,#4364B3,#4154A2,soulflow
3852,rhythm music,jazz,soul jazz,#4364B3,#4773B0,souljazz
3853,rhythm music,jazz,soul jazz / jazz-funk,#4364B3,#3E64A2,souljazzjazzfunk
3854,rhythm music,jazz,spanish jazz,#4364B3,#466EB4,spanishjazz
3855,rhythm music,jazz,st louis rap,#4364B3,#4A6EBD,stlouisrap
3856,rhythm music,jazz,steelpan,#4364B3,#4063A6,steelpan
3857,rhythm music,jazz,straight-ahead jazz,#4364B3,#4067B2,straightaheadjazz
3858,rhythm music,jazz,stride,#4364B3,#4A78BD,stride
3859,rhythm music,jazz,string folk,#4364B3,#3D52B2,stringfolk
3860,rhythm music,jazz,sundanese traditional,#4364B3,#4B70C1,sundanesetraditional
3861,rhythm music,jazz,surinamese pop,#4364B3,#4D7CC1,surinamesepop
3862,rhythm music,jazz,swazi traditional,#4364B3,#517FBF,swazitraditional
3863,rhythm music,jazz,swedish jazz,#4364B3,#416CBD,swedishjazz
3864,rhythm music,jazz,swedish pop rap,#4364B3,#3E6EB1,swedishpoprap
3865,rhythm music,jazz,swing,#4364B3,#4160A6,swing
3866,rhythm music,jazz,swing / big band,#4364B3,#4873B4,swingbigband
3867,rhythm music,jazz,tajik traditional,#4364B3,#5278BA,tajiktraditional
3868,rhythm music,jazz,tamborazo,#4364B3,#4F6AC0,tamborazo
3869,rhythm music,jazz,tanci,#4364B3,#4676BE,tanci
3870,rhythm music,jazz,tango,#4364B3,#475CB1,tango
3871,rhythm music,jazz,tango cancion,#4364B3,#4367A9,tangocancion
3872,rhythm music,jazz,tar,#4364B3,#3D5B9C,tar
3873,rhythm music,jazz,techengue,#4364B3,#4366B1,techengue
3874,rhythm music,jazz,tejano,#4364B3,#405CA3,tejano
3875,rhythm music,jazz,telugu folk,#4364B3,#3D6AAE,telugufolk
3876,rhythm music,jazz,thai pop rap,#4364B3,#5677BC,thaipoprap
3877,rhythm music,jazz,thai traditional,#4364B3,#4862B2,thaitraditional
3878,rhythm music,jazz,third stream & modal jazz,#4364B3,#4A62B7,thirdstream&modaljazz
3879,rhythm music,jazz,tin pan alley,#4364B3,#406FB1,tinpanalley
3880,rhythm music,jazz,togolese pop,#4364B3,#4358B4,togolesepop
3881,rhythm music,jazz,torch song,#4364B3,#406BAA,torchsong
3882,rhythm music,jazz,traditional folk,#4364B3,#517FC0,traditionalfolk
3883,rhythm music,jazz,traditional irish singing,#4364B3,#394EA3,traditionalirishsinging
3884,rhythm music,jazz,trap beats,#4364B3,#4462B5,trapbeats
3885,rhythm music,jazz,trap latino,#4364B3,#5072C1,traplatino
3886,rhythm music,jazz,trap queen,#4364B3,#3F5AB0,trapqueen
3887,rhythm music,jazz,trikiti,#4364B3,#456BC0,trikiti
3888,rhythm music,jazz,trival,#4364B3,#4C7CC0,trival
3889,rhythm music,jazz,tropical tecladista,#4364B3,#3D54AE,tropicaltecladista
3890,rhythm music,jazz,twoubadou,#4364B3,#3F60A4,twoubadou
3891,rhythm music,jazz,uk bass,#4364B3,#40579E,ukbass
3892,rhythm music,jazz,uk christian rap,#4364B3,#456BB9,ukchristianrap
3893,rhythm music,jazz,uk reggae,#4364B3,#3B57A2,ukreggae
3894,rhythm music,jazz,underground boom bap,#4364B3,#3F56A9,undergroundboombap
3895,rhythm music,jazz,underground rap,#4364B3,#5467BE,undergroundrap
3896,rhythm music,jazz,upstate ny rap,#4364B3,#446BA8,upstatenyrap
3897,rhythm music,jazz,urban kiz,#4364B3,#4B5EB8,urbankiz
3898,rhythm music,jazz,urbano latino,#4364B3,#3E55A4,urbanolatino
3899,rhythm music,jazz,uzbek traditional,#4364B3,#3F6AAF,uzbektraditional
3900,rhythm music,jazz,vaqueiro,#4364B3,#3D66B5,vaqueiro
3901,rhythm music,jazz,vaudeville,#4364B3,#526EBB,vaudeville
3902,rhythm music,jazz,veena,#4364B3,#4F71BF,veena
3903,rhythm music,jazz,venda pop,#4364B3,#4255A9,vendapop
3904,rhythm music,jazz,viet chill rap,#4364B3,#446DBF,vietchillrap
3905,rhythm music,jazz,vincy soca,#4364B3,#5074BD,vincysoca
3906,rhythm music,jazz,vintage broadway,#4364B3,#4771B8,vintagebroadway
3907,rhythm music,jazz,vintage chanson,#4364B3,#3F64B1,vintagechanson
3908,rhythm music,jazz,vintage country folk,#4364B3,#415AAA,vintagecountryfolk
3909,rhythm music,jazz,vintage gospel,#4364B3,#3C5C9F,vintagegospel
3910,rhythm music,jazz,vintage hawaiian,#4364B3,#4C68BA,vintagehawaiian
3911,rhythm music,jazz,vintage hollywood,#4364B3,#496EBE,vintagehollywood
3912,rhythm music,jazz,vintage italian pop,#4364B3,#4572B9,vintageitalianpop
3913,rhythm music,jazz,vintage jazz,#4364B3,#3A5EA2,vintagejazz
3914,rhythm music,jazz,vintage norwegian pop,#4364B3,#4760B6,vintagenorwegianpop
3915,rhythm music,jazz,vintage old-time,#4364B3,#4A79BC,vintageoldtime
3916,rhythm music,jazz,vintage schlager,#4364B3,#3D69AC,vintageschlager
3917,rhythm music,jazz,vintage spanish pop,#4364B3,#4465B1,vintagespanishpop
3918,rhythm music,jazz,vintage tango,#4364B3,#4568B4,vintagetango
3919,rhythm music,jazz,vintage tollywood,#4364B3,#455CBC,vintagetollywood
3920,rhythm music,jazz,violao classico,#4364B3,#5378BD,violaoclassico
3921,rhythm music,jazz,visor,#4364B3,#3751A1,visor
3922,rhythm music,jazz,vlaamse kinderliedje,#4364B3,#3E67A2,vlaamsekinderliedje
3923,rhythm music,jazz,vocal harmony group,#4364B3,#486AC1,vocalharmonygroup
3924,rhythm music,jazz,vocal jazz,#4364B3,#4271B6,vocaljazz
3925,rhythm music,jazz,vogue,#4364B3,#3C60AE,vogue
3926,rhythm music,jazz,wassoulou,#4364B3,#3C5DA8,wassoulou
3927,rhythm music,jazz,wu fam,#4364B3,#4E6CC3,wufam
3928,rhythm music,jazz,xitsonga pop,#4364B3,#3D5FA3,xitsongapop
3929,rhythm music,jazz,yemeni traditional,#4364B3,#3C5EA5,yemenitraditional
3930,rhythm music,jazz,yiddish folk,#4364B3,#537FBD,yiddishfolk
3931,rhythm music,jazz,yodeling,#4364B3,#3C5FA5,yodeling
3932,rhythm music,jazz,yunnan traditional,#4364B3,#4C7ABE,yunnantraditional
3933,rhythm music,jazz,zither,#4364B3,#3B54A8,zither
3934,rhythm music,jazz catala,trad jazz catala,#4364B3,#5374CA,tradjazzcatala
3935,rhythm music,jazz fusion,classical jazz fusion,#66CC99,#79D098,classicaljazzfusion
3936,rhythm music,jazz fusion,italian jazz fusion,#66CC99,#84DBA3,italianjazzfusion
3937,rhythm music,jazz piano,modern jazz piano,#4364B3,#4978C2,modernjazzpiano
3938,rhythm music,jazz trio,jazz guitar trio,#4364B3,#4460B8,jazzguitartrio
3939,pop,latin rock,latin surf rock,#FFEB91,#FFF8A3,latinsurfrock
3940,rock,library music,italian library music,#DCB250,#DBA84E,italianlibrarymusic
3941,heavy / experimental,melodic death metal,deep melodic death metal,#D0802F,#CC8240,deepmelodicdeathmetal
3942,heavy / experimental,melodic death metal,symphonic melodic death metal,#D0802F,#CE8F43,symphonicmelodicdeathmetal
3943,heavy / experimental,melodic death metal,technical melodic death metal,#D0802F,#C8892E,technicalmelodicdeathmetal
3944,heavy / experimental,melodic hard rock,deep melodic hard rock,#D0802F,#C56632,deepmelodichardrock
3945,heavy / experimental,melodic hardcore,japanese melodic hardcore,#D0802F,#D57C3A,japanesemelodichardcore
3946,heavy / experimental,melodic hardcore,modern melodic hardcore,#D0802F,#DB6436,modernmelodichardcore
3947,heavy / experimental,melodic metalcore,deep melodic metalcore,#D0802F,#CB753D,deepmelodicmetalcore
3948,heavy / experimental,metal,action rock,#D0802F,#D49B3F,actionrock
3949,heavy / experimental,metal,adelaide punk,#D0802F,#D37B2C,adelaidepunk
3950,heavy / experimental,metal,african metal,#D0802F,#C88433,africanmetal
3951,heavy / experimental,metal,alabama hardcore,#D0802F,#BE8028,alabamahardcore
3952,heavy / experimental,metal,alabama metal,#D0802F,#C06D27,alabamametal
3953,heavy / experimental,metal,american melodeath,#D0802F,#D0802F,americanmelodeath
3954,heavy / experimental,metal,american metalcore,#D0802F,#B7712D,americanmetalcore
3955,heavy / experimental,metal,american shoegaze,#D0802F,#BA7027,americanshoegaze
3956,heavy / experimental,metal,animegrind,#D0802F,#D7823E,animegrind
3957,heavy / experimental,metal,anthem emo,#D0802F,#BF702B,anthememo
3958,heavy / experimental,metal,anthem worship,#D0802F,#BC6E2B,anthemworship
3959,heavy / experimental,metal,arab metal,#D0802F,#D6912F,arabmetal
3960,heavy / experimental,metal,argentine metal,#D0802F,#CC8332,argentinemetal
3961,heavy / experimental,metal,arkansas metal,#D0802F,#D59732,arkansasmetal
3962,heavy / experimental,metal,atlanta metal,#D0802F,#DA9E42,atlantametal
3963,heavy / experimental,metal,atmospheric doom,#D0802F,#C26728,atmosphericdoom
3964,heavy / experimental,metal,atmospheric post-metal,#D0802F,#D19A49,atmosphericpostmetal
3965,heavy / experimental,metal,atmospheric sludge,#D0802F,#CA8A2C,atmosphericsludge
3966,heavy / experimental,metal,aussie emo,#D0802F,#CF7F2B,aussieemo
3967,heavy / experimental,metal,austin metal,#D0802F,#D58646,austinmetal
3968,heavy / experimental,metal,australian hardcore,#D0802F,#D28948,australianhardcore
3969,heavy / experimental,metal,australian metal,#D0802F,#D56D2C,australianmetal
3970,heavy / experimental,metal,australian metalcore,#D0802F,#BD8330,australianmetalcore
3971,heavy / experimental,metal,australian post-hardcore,#D0802F,#D99542,australianposthardcore
3972,heavy / experimental,metal,australian psych,#D0802F,#D5933B,australianpsych
3973,heavy / experimental,metal,australian shoegaze,#D0802F,#BF652D,australianshoegaze
3974,heavy / experimental,metal,austrian metal,#D0802F,#CF7936,austrianmetal
3975,heavy / experimental,metal,avant-garde metal,#D0802F,#BC7E27,avantgardemetal
3976,heavy / experimental,metal,belarusian metal,#D0802F,#D17B2F,belarusianmetal
3977,heavy / experimental,metal,belfast metal,#D0802F,#C2672D,belfastmetal
3978,heavy / experimental,metal,belgian metal,#D0802F,#CE6A2A,belgianmetal
3979,heavy / experimental,metal,belgian punk,#D0802F,#CB742F,belgianpunk
3980,heavy / experimental,metal,belgian stoner rock,#D0802F,#D59730,belgianstonerrock
3981,heavy / experimental,metal,birmingham metal,#D0802F,#CF873F,birminghammetal
3982,heavy / experimental,metal,black metal,#D0802F,#C78E31,blackmetal
3983,heavy / experimental,metal,black 'n' roll,#D0802F,#D9A040,black'n'roll
3984,heavy / experimental,metal,black sludge,#D0802F,#D27A2B,blacksludge
3985,heavy / experimental,metal,black thrash,#D0802F,#D18B4B,blackthrash
3986,heavy / experimental,metal,blackened deathcore,#D0802F,#D39C49,blackeneddeathcore
3987,heavy / experimental,metal,blackened hardcore,#D0802F,#D3813D,blackenedhardcore
3988,heavy / experimental,metal,blackened screamo,#D0802F,#D78E32,blackenedscreamo
3989,heavy / experimental,metal,blackgaze,#D0802F,#C77633,blackgaze
3990,heavy / experimental,metal,bleakgaze,#D0802F,#D08E3F,bleakgaze
3991,heavy / experimental,metal,bolivian metal,#D0802F,#C76C27,bolivianmetal
3992,heavy / experimental,metal,boston metal,#D0802F,#CB7931,bostonmetal
3993,heavy / experimental,metal,brazilian grindcore,#D0802F,#BC682C,braziliangrindcore
3994,heavy / experimental,metal,brazilian metal,#D0802F,#C0802B,brazilianmetal
3995,heavy / experimental,metal,brazilian metalcore,#D0802F,#CE7A2B,brazilianmetalcore
3996,heavy / experimental,metal,brazilian punk rock,#D0802F,#DA8242,brazilianpunkrock
3997,heavy / experimental,metal,britpop revival,#D0802F,#D39C49,britpoprevival
3998,heavy / experimental,metal,brutal deathcore,#D0802F,#C97D31,brutaldeathcore
3999,heavy / experimental,metal,bulgarian metal,#D0802F,#C27930,bulgarianmetal
4000,heavy / experimental,metal,canadian hardcore,#D0802F,#D39144,canadianhardcore
4001,heavy / experimental,metal,canadian metal,#D0802F,#BD7828,canadianmetal
4002,heavy / experimental,metal,canadian metalcore,#D0802F,#D58F3E,canadianmetalcore
4003,heavy / experimental,metal,canadian post-hardcore,#D0802F,#C37431,canadianposthardcore
4004,heavy / experimental,metal,canadian punk,#D0802F,#D89645,canadianpunk
4005,heavy / experimental,metal,canadian shoegaze,#D0802F,#D47E34,canadianshoegaze
4006,heavy / experimental,metal,canadian stoner rock,#D0802F,#CE8C31,canadianstonerrock
4007,heavy / experimental,metal,caribbean metal,#D0802F,#CE7A2B,caribbeanmetal
4008,heavy / experimental,metal,celtic metal,#D0802F,#D58441,celticmetal
4009,heavy / experimental,metal,central american metal,#D0802F,#D09044,centralamericanmetal
4010,heavy / experimental,metal,chain punk,#D0802F,#D38C36,chainpunk
4011,heavy / experimental,metal,chaotic hardcore,#D0802F,#D17B30,chaotichardcore
4012,heavy / experimental,metal,charred death,#D0802F,#CD852B,charreddeath
4013,heavy / experimental,metal,chicago hardcore,#D0802F,#D57C30,chicagohardcore
4014,heavy / experimental,metal,chicago punk,#D0802F,#D49A3A,chicagopunk
4015,heavy / experimental,metal,chilean metal,#D0802F,#C1852B,chileanmetal
4016,heavy / experimental,metal,chinese metal,#D0802F,#D08B31,chinesemetal
4017,heavy / experimental,metal,chinese metalcore,#D0802F,#CC8C2B,chinesemetalcore
4018,heavy / experimental,metal,christian deathcore,#D0802F,#C98428,christiandeathcore
4019,heavy / experimental,metal,christian hardcore,#D0802F,#CE8740,christianhardcore
4020,heavy / experimental,metal,christian metal,#D0802F,#D28B46,christianmetal
4021,heavy / experimental,metal,christian metalcore,#D0802F,#CE852F,christianmetalcore
4022,heavy / experimental,metal,christian rock,#D0802F,#CD7233,christianrock
4023,heavy / experimental,metal,classic metal,#D0802F,#D1902B,classicmetal
4024,heavy / experimental,metal,cleveland metal,#D0802F,#C5762B,clevelandmetal
4025,heavy / experimental,metal,colombian hardcore,#D0802F,#C9772C,colombianhardcore
4026,heavy / experimental,metal,colorado hardcore,#D0802F,#B9682B,coloradohardcore
4027,heavy / experimental,metal,connecticut hardcore,#D0802F,#CB9034,connecticuthardcore
4028,heavy / experimental,metal,corrosion,#D0802F,#CF8542,corrosion
4029,heavy / experimental,metal,croatian metal,#D0802F,#CC842F,croatianmetal
4030,heavy / experimental,metal,crust punk,#D0802F,#BA6D2F,crustpunk
4031,heavy / experimental,metal,cyber metal,#D0802F,#D28630,cybermetal
4032,heavy / experimental,metal,cybergrind,#D0802F,#CC6F29,cybergrind
4033,heavy / experimental,metal,cypriot metal,#D0802F,#BB792C,cypriotmetal
4034,heavy / experimental,metal,czech metal,#D0802F,#D3902A,czechmetal
4035,heavy / experimental,metal,danish hardcore,#D0802F,#D7983F,danishhardcore
4036,heavy / experimental,metal,danish metal,#D0802F,#D37531,danishmetal
4037,heavy / experimental,metal,danish post-punk,#D0802F,#D69636,danishpostpunk
4038,heavy / experimental,metal,dark rock,#D0802F,#BE6C2B,darkrock
4039,heavy / experimental,metal,d-beat,#D0802F,#D57935,dbeat
4040,heavy / experimental,metal,death doom,#D0802F,#CA7C32,deathdoom
4041,heavy / experimental,metal,death metal,#D0802F,#BE7731,deathmetal
4042,heavy / experimental,metal,death 'n' roll,#D0802F,#BE6F2F,death'n'roll
4043,heavy / experimental,metal,deathcore,#D0802F,#C27A27,deathcore
4044,heavy / experimental,metal,deathgrind,#D0802F,#D17D3E,deathgrind
4045,heavy / experimental,metal,deathrash,#D0802F,#CA842E,deathrash
4046,heavy / experimental,metal,deep active rock,#D0802F,#D57333,deepactiverock
4047,heavy / experimental,metal,deep metalcore,#D0802F,#D38D2A,deepmetalcore
4048,heavy / experimental,metal,deep orgcore,#D0802F,#B56F2E,deeporgcore
4049,heavy / experimental,metal,deep progressive rock,#D0802F,#CB8730,deepprogressiverock
4050,heavy / experimental,metal,denver metal,#D0802F,#B8632F,denvermetal
4051,heavy / experimental,metal,djent,#D0802F,#BF6D28,djent
4052,heavy / experimental,metal,doom metal,#D0802F,#D79042,doommetal
4053,heavy / experimental,metal,doomgaze,#D0802F,#C07A30,doomgaze
4054,heavy / experimental,metal,downtempo deathcore,#D0802F,#D7833B,downtempodeathcore
4055,heavy / experimental,metal,dreamgaze,#D0802F,#C8842B,dreamgaze
4056,heavy / experimental,metal,dreamo,#D0802F,#BA6029,dreamo
4057,heavy / experimental,metal,dutch metal,#D0802F,#D39345,dutchmetal
4058,heavy / experimental,metal,dutch punk rock,#D0802F,#CA8729,dutchpunkrock
4059,heavy / experimental,metal,easycore,#D0802F,#BD852E,easycore
4060,heavy / experimental,metal,edinburgh metal,#D0802F,#CF912B,edinburghmetal
4061,heavy / experimental,metal,electronic djent,#D0802F,#D58235,electronicdjent
4062,heavy / experimental,metal,electronicore,#D0802F,#BC712A,electronicore
4063,heavy / experimental,metal,epic doom,#D0802F,#D79732,epicdoom
4064,heavy / experimental,metal,estonian metal,#D0802F,#D08B43,estonianmetal
4065,heavy / experimental,metal,euskal metal,#D0802F,#D7853B,euskalmetal
4066,heavy / experimental,metal,extreme metal,#D0802F,#C36F2E,extrememetal
4067,heavy / experimental,metal,fallen angel,#D0802F,#D1844B,fallenangel
4068,heavy / experimental,metal,fantasy metal,#D0802F,#D39536,fantasymetal
4069,heavy / experimental,metal,fast melodic punk,#D0802F,#BE6D26,fastmelodicpunk
4070,heavy / experimental,metal,finnish hard rock,#D0802F,#C5742E,finnishhardrock
4071,heavy / experimental,metal,finnish melodeath,#D0802F,#C2782F,finnishmelodeath
4072,heavy / experimental,metal,finnish metal,#D0802F,#D87D3A,finnishmetal
4073,heavy / experimental,metal,finnish metalcore,#D0802F,#B86D2B,finnishmetalcore
4074,heavy / experimental,metal,finnish post-punk,#D0802F,#BC842B,finnishpostpunk
4075,heavy / experimental,metal,folk metal,#D0802F,#D39941,folkmetal
4076,heavy / experimental,metal,french emo,#D0802F,#BF7130,frenchemo
4077,heavy / experimental,metal,french garage rock,#D0802F,#CD702B,frenchgaragerock
4078,heavy / experimental,metal,french hardcore,#D0802F,#D18331,frenchhardcore
4079,heavy / experimental,metal,french metal,#D0802F,#BC732A,frenchmetal
4080,heavy / experimental,metal,french post-rock,#D0802F,#CF853A,frenchpostrock
4081,heavy / experimental,metal,french shoegaze,#D0802F,#D2702A,frenchshoegaze
4082,heavy / experimental,metal,french stoner rock,#D0802F,#D88140,frenchstonerrock
4083,heavy / experimental,metal,gaian doom,#D0802F,#CF913B,gaiandoom
4084,heavy / experimental,metal,garage punk,#D0802F,#C37928,garagepunk
4085,heavy / experimental,metal,german grindcore,#D0802F,#D78D39,germangrindcore
4086,heavy / experimental,metal,german hard rock,#D0802F,#D08D46,germanhardrock
4087,heavy / experimental,metal,german melodeath,#D0802F,#D38747,germanmelodeath
4088,heavy / experimental,metal,german metal,#D0802F,#C96C31,germanmetal
4089,heavy / experimental,metal,german metalcore,#D0802F,#D89042,germanmetalcore
4090,heavy / experimental,metal,german post-hardcore,#D0802F,#D39639,germanposthardcore
4091,heavy / experimental,metal,german shoegaze,#D0802F,#D3853A,germanshoegaze
4092,heavy / experimental,metal,glam / hair / pop metal,#D0802F,#D2802B,glamhairpopmetal
4093,heavy / experimental,metal,glam punk,#D0802F,#D1773F,glampunk
4094,heavy / experimental,metal,goregrind,#D0802F,#C16A31,goregrind
4095,heavy / experimental,metal,gothenburg metal,#D0802F,#D48D31,gothenburgmetal
4096,heavy / experimental,metal,gothic alternative,#D0802F,#C3672E,gothicalternative
4097,heavy / experimental,metal,gothic doom,#D0802F,#D27735,gothicdoom
4098,heavy / experimental,metal,gothic metal,#D0802F,#C8682C,gothicmetal
4099,heavy / experimental,metal,greek metal,#D0802F,#D6923C,greekmetal
4100,heavy / experimental,metal,groove metal,#D0802F,#BF7A2F,groovemetal
4101,heavy / experimental,metal,grunge pop,#D0802F,#D08B3A,grungepop
4102,heavy / experimental,metal,grunge revival,#D0802F,#B77A2C,grungerevival
4103,heavy / experimental,metal,grungegaze,#D0802F,#D3892D,grungegaze
4104,heavy / experimental,metal,guatemalan metal,#D0802F,#D58547,guatemalanmetal
4105,heavy / experimental,metal,gymcore,#D0802F,#D47E3F,gymcore
4106,heavy / experimental,metal,hard alternative,#D0802F,#BD7730,hardalternative
4107,heavy / experimental,metal,hard glam,#D0802F,#D29249,hardglam
4108,heavy / experimental,metal,heavy alternative,#D0802F,#CA732D,heavyalternative
4109,heavy / experimental,metal,heavy metal,#D0802F,#D88A38,heavymetal
4110,heavy / experimental,metal,hel,#D0802F,#BE6929,hel
4111,heavy / experimental,metal,horror punk brasileiro,#D0802F,#D18F2C,horrorpunkbrasileiro
4112,heavy / experimental,metal,hungarian metal,#D0802F,#CE863E,hungarianmetal
4113,heavy / experimental,metal,icelandic metal,#D0802F,#D19047,icelandicmetal
4114,heavy / experimental,metal,indian metal,#D0802F,#D0983A,indianmetal
4115,heavy / experimental,metal,indie punk,#D0802F,#D59B48,indiepunk
4116,heavy / experimental,metal,indie shoegaze,#D0802F,#D08F3B,indieshoegaze
4117,heavy / experimental,metal,indonesian deathcore,#D0802F,#D88B41,indonesiandeathcore
4118,heavy / experimental,metal,indonesian emo,#D0802F,#BF6F2D,indonesianemo
4119,heavy / experimental,metal,indonesian metal,#D0802F,#B86B2E,indonesianmetal
4120,heavy / experimental,metal,indonesian post-hardcore,#D0802F,#D29541,indonesianposthardcore
4121,heavy / experimental,metal,indonesian shoegaze,#D0802F,#C36627,indonesianshoegaze
4122,heavy / experimental,metal,instrumental djent,#D0802F,#D17C3B,instrumentaldjent
4123,heavy / experimental,metal,iranian metal,#D0802F,#CD732F,iranianmetal
4124,heavy / experimental,metal,irish metal,#D0802F,#D89C3D,irishmetal
